db_id,artistName,trackName,albumName,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
630,The Living Tombstone,Discord,Discord,0.676,0.835,8,-4.382,0,0.044,0.00682,3.04E-05,0.081,0.8,104.987
631,宝鐘マリン,Ahoy!! 我ら宝鐘海賊団☆,Ahoy!! 我ら宝鐘海賊団☆,0.458,0.984,2,-2.488,1,0.248,0.0563,0.000588,0.0931,0.269,170.033
632,atsuover,Animal,Friday Night Funkin': VS Annie Mod,0.743,0.581,11,-11.874,0,0.0341,0.142,0.941,0.0985,0.971,140.023
633,NyxTheShield,Overwrite,The Best of Underverse,0.318,0.881,8,-9.005,1,0.118,0.000816,0.0118,0.738,0.144,179.912
634,atsuover,Animal,Friday Night Funkin': VS Annie Mod,0.743,0.581,11,-11.874,0,0.0341,0.142,0.941,0.0985,0.971,140.023
635,NyxTheShield,Overwrite,The Best of Underverse,0.318,0.881,8,-9.005,1,0.118,0.000816,0.0118,0.738,0.144,179.912
636,Black Gryph0n,Insane,Insane,0.716,0.712,4,-5.826,0,0.144,0.193,0.0,0.823,0.797,104.899
637,Shirobon,Just Shovels & Knights - La Danse Macabre - Shirobon Remix,Just Shovels & Knights - La Danse Macabre (Shirobon Remix),0.536,0.981,1,-3.775,0,0.0461,1.75E-05,0.718,0.138,0.55,128.04
638,Gawr Gura,REFLECT,REFLECT,0.646,0.813,4,-9.007,0,0.0863,0.0275,0.0,0.115,0.679,125.075
639,Lemon Demon,Cabinet Man,Spirit Phone,0.725,0.497,10,-7.929,1,0.057,0.0519,0.017,0.137,0.954,171.988
640,atsuover,Nerves,Friday Night Funkin': Smoke 'Em Out Struggle Original Soundtrack,0.682,0.517,3,-12.767,0,0.0278,0.736,0.424,0.0824,0.725,99.994
641,Vertigoat,Hu Tao Rap,Hu Tao Rap,0.718,0.383,4,-13.573,1,0.81,0.872,1.32E-05,0.145,0.606,199.914
642,Lizz Robinett,Hide and Seek,Hide and Seek,0.624,0.588,8,-5.525,0,0.0311,0.357,0.0,0.216,0.615,119.984
643,NyxTheShield,True LOVE,"True Love (From ""Glitchtale"") [Metal Version]",0.397,0.778,2,-7.783,1,0.0535,0.00198,0.838,0.28,0.106,107.423
644,Shirobon,Undertale - Spider Dance - Shirobon Remix,Undertale - Spider Dance (Shirobon Remix),0.565,0.946,1,-4.325,1,0.0375,0.000356,0.899,0.044,0.772,115.006
645,Thomas Sanders,Friends on the Other Side (Disney Villain Mash-Up),Friends on the Other Side (Disney Villain Mash-Up),0.429,0.367,9,-12.578,0,0.0381,0.314,0.0,0.207,0.456,63.843
646,Markiplier,I Don't Wanna Be Free,I Don't Wanna Be Free,0.538,0.463,7,-10.476,0,0.0669,0.485,0.0,0.155,0.782,67.026
647,atsuover,Animal,Friday Night Funkin': VS Annie Mod,0.743,0.581,11,-11.874,0,0.0341,0.142,0.941,0.0985,0.971,140.023
648,Markiplier,I Don't Wanna Be Free,I Don't Wanna Be Free,0.538,0.463,7,-10.476,0,0.0669,0.485,0.0,0.155,0.782,67.026
649,atsuover,Animal,Friday Night Funkin': VS Annie Mod,0.743,0.581,11,-11.874,0,0.0341,0.142,0.941,0.0985,0.971,140.023
650,Markiplier,I Don't Wanna Be Free,I Don't Wanna Be Free,0.538,0.463,7,-10.476,0,0.0669,0.485,0.0,0.155,0.782,67.026
651,The Oh Hellos,"Soldier, Poet, King",Dear Wormwood,0.347,0.758,8,-7.753,1,0.0706,0.031,0.000659,0.109,0.484,117.959
652,Solomon,Dazed,BORDER : CARNIVAL,0.599,0.869,5,-5.174,0,0.0618,0.000707,0.0,0.0911,0.453,132.889
653,Joji,SLOW DANCING IN THE DARK,BALLADS 1,0.515,0.479,3,-7.458,1,0.0261,0.544,0.00598,0.191,0.284,88.964
654,The Longest Johns,Santiana,Between Wind And Water,0.73,0.344,4,-6.847,1,0.0636,0.942,0.0,0.707,0.726,134.543
655,Cat Trumpet,"Arrietty's Song (From ""The Secret World of Arrietty"")",Relaxing Piano: Studio Ghibli Complete Collection,0.702,0.138,10,-23.062,1,0.0515,0.993,0.928,0.115,0.756,133.928
656,Kudasaibeats,Dream of Her,White Noise,0.706,0.205,0,-17.264,1,0.0478,0.938,0.936,0.106,0.0803,75.04
657,Orita Nobotta,千と千尋の神隠し組曲(I. あの夏へ),SUPER SOUND COLLECTION スタジオジブリ吹奏楽,0.273,0.207,9,-11.095,0,0.0343,0.981,0.836,0.137,0.0386,81.889
658,Adam Lambert,For Your Entertainment,For Your Entertainment,0.654,0.872,1,-3.824,1,0.11,0.0411,0.0,0.0808,0.612,130.023
659,Steven Universe,Full Disclosure (feat. Zach Callison),"Steven Universe, Vol. 1 (Original Soundtrack)",0.634,0.598,3,-9.94,1,0.0302,0.0212,0.0,0.0827,0.381,93.028
660,Sean Kingston,Letting Go (Dutty Love) featuring Nicki Minaj (feat. Nicki Minaj),Letting Go (Dutty Love) featuring Nicki Minaj (feat. Nicki Minaj),0.792,0.808,5,-4.156,1,0.0963,0.335,0.0,0.269,0.709,92.064
661,The Deli,Flowers,Flowers,0.707,0.681,0,-4.325,1,0.0668,0.0632,5.15E-06,0.0322,0.646,117.999
662,Sean Paul,(When You Gonna) Give It Up to Me (feat. Keyshia Cole) - Radio Version,Only Hits,0.711,0.761,8,-3.04,1,0.225,0.067,0.0,0.041,0.718,95.824
663,Idealism,ikigai,hiraeth,0.412,0.391,8,-17.141,1,0.0558,0.753,0.854,0.14,0.293,65.961
664,Lene Alexandra,"Sexy, Naughty, Bitchy Me",Welcome to Sillycone Valley,0.625,0.849,10,-5.413,0,0.0382,0.0153,0.00227,0.0563,0.91,98.045
665,sagun,I'm Drunk And Confused,I'm Drunk And Confused,0.706,0.21,1,-21.867,0,0.0604,0.737,0.817,0.0938,0.246,139.888
666,Sidual.,On Peets,On Peets,0.518,0.442,0,-9.441,0,0.251,0.788,0.904,0.181,0.521,81.987
667,Aventura,I'm Sorry,Love & Hate,0.842,0.453,0,-10.146,1,0.0456,0.703,1.74E-05,0.102,0.686,127.139
668,Sidual.,On Peets,On Peets,0.518,0.442,0,-9.441,0,0.251,0.788,0.904,0.181,0.521,81.987
669,Aventura,I'm Sorry,Love & Hate,0.842,0.453,0,-10.146,1,0.0456,0.703,1.74E-05,0.102,0.686,127.139
670,Jacob Collier,He Won't Hold You (feat. Rapsody),Djesse Vol. 3,0.404,0.355,0,-12.957,1,0.134,0.783,0.00138,0.373,0.198,100.831
671,Panic! At The Disco,"There's a Good Reason These Tables Are Numbered Honey, You Just Haven't Thought of It Yet",A Fever You Can't Sweat Out,0.427,0.737,4,-4.124,0,0.0474,0.227,0.0,0.376,0.653,116.98
672,eevee,viola,unexpected,0.645,0.114,9,-15.768,1,0.357,0.967,0.831,0.112,0.192,78.015
673,JunLIB,All Along the Watchtower - Lucifer Version,The E Sound - Knockin' on the Watchtower,0.524,0.441,7,-11.759,0,0.0397,0.98,0.914,0.109,0.379,111.966
674,Tim Curry,Sweet Transvestite,The Rocky Horror Picture Show - Original Soundtrack,0.543,0.422,4,-12.243,1,0.383,0.592,0.0,0.246,0.527,107.146
675,OneRepublic,Apologize,Dreaming Out Loud,0.593,0.74,8,-6.12,1,0.0339,0.363,2.22E-05,0.102,0.502,118.008
676,sagun,I'll Keep You Safe,I'll Keep You Safe,0.752,0.0625,7,-24.694,1,0.0557,0.945,0.819,0.178,0.462,114.982
677,Will Smith,Friend Like Me,Aladdin (Original Motion Picture Soundtrack),0.688,0.732,2,-6.162,1,0.0618,0.0536,0.0,0.145,0.665,97.703
678,Cast - Family Guy,"I've Got a Little List - From ""Family Guy""","I've Got a Little List (From ""Family Guy"")",0.662,0.535,6,-9.388,1,0.519,0.842,0.0,0.132,0.888,138.036
679,Wünsche,Birds,Far,0.546,0.5,0,-8.881,1,0.0379,0.802,0.00108,0.107,0.449,150.92
680,The Longest Johns,Banks Of Newfoundland,Between Wind And Water,0.733,0.4,2,-8.25,0,0.327,0.816,0.0,0.148,0.596,90.081
681,John Tartaglia,Everyone's a Little Bit Racist,Avenue Q (Original Broadway Cast Recording),0.614,0.339,2,-9.467,1,0.44,0.79,0.0,0.266,0.591,180.103
682,Aquabella,Levan Polka,Ayadooeh,0.92,0.23,4,-10.256,0,0.0868,0.932,0.0,0.0813,0.927,98.046
683,Idealism,phosphenes,hiraeth,0.402,0.453,7,-15.864,0,0.0505,0.707,0.876,0.0866,0.0368,134.669
684,Peter,All Cartoons Are Fuckin' Dicks,Family Guy Live In Vegas,0.689,0.556,2,-11.34,0,0.389,0.751,0.0,0.452,0.598,138.186
685,CKay,love nwantiti (ah ah ah),CKay The First,0.727,0.739,8,-3.805,1,0.0411,0.365,0.00137,0.161,0.533,93.005
686,CKay,love nwantiti (ah ah ah),CKay The First,0.727,0.739,8,-3.805,1,0.0411,0.365,0.00137,0.161,0.533,93.005
687,CKay,love nwantiti (ah ah ah),CKay The First,0.727,0.739,8,-3.805,1,0.0411,0.365,0.00137,0.161,0.533,93.005
688,Kizz Daniel,Lie,Barnabas,0.495,0.633,6,-6.675,1,0.294,0.511,0.00337,0.0927,0.738,201.726
689,CKay,love nwantiti (ah ah ah),CKay The First,0.727,0.739,8,-3.805,1,0.0411,0.365,0.00137,0.161,0.533,93.005
690,CKay,love nwantiti (ah ah ah),CKay The First,0.727,0.739,8,-3.805,1,0.0411,0.365,0.00137,0.161,0.533,93.005
691,CKay,love nwantiti (ah ah ah),CKay The First,0.727,0.739,8,-3.805,1,0.0411,0.365,0.00137,0.161,0.533,93.005
692,CKay,love nwantiti (ah ah ah),CKay The First,0.727,0.739,8,-3.805,1,0.0411,0.365,0.00137,0.161,0.533,93.005
693,CKay,love nwantiti (ah ah ah),CKay The First,0.727,0.739,8,-3.805,1,0.0411,0.365,0.00137,0.161,0.533,93.005
694,CKay,love nwantiti (ah ah ah),CKay The First,0.727,0.739,8,-3.805,1,0.0411,0.365,0.00137,0.161,0.533,93.005
695,CKay,love nwantiti (ah ah ah),CKay The First,0.727,0.739,8,-3.805,1,0.0411,0.365,0.00137,0.161,0.533,93.005
696,CKay,love nwantiti (ah ah ah),CKay The First,0.727,0.739,8,-3.805,1,0.0411,0.365,0.00137,0.161,0.533,93.005
697,CKay,love nwantiti (ah ah ah),CKay The First,0.727,0.739,8,-3.805,1,0.0411,0.365,0.00137,0.161,0.533,93.005
698,CKay,love nwantiti (ah ah ah),CKay The First,0.727,0.739,8,-3.805,1,0.0411,0.365,0.00137,0.161,0.533,93.005
699,CKay,love nwantiti (ah ah ah),CKay The First,0.727,0.739,8,-3.805,1,0.0411,0.365,0.00137,0.161,0.533,93.005
700,CKay,love nwantiti (ah ah ah),CKay The First,0.727,0.739,8,-3.805,1,0.0411,0.365,0.00137,0.161,0.533,93.005
701,CKay,love nwantiti (ah ah ah),CKay The First,0.727,0.739,8,-3.805,1,0.0411,0.365,0.00137,0.161,0.533,93.005
702,CKay,love nwantiti (ah ah ah),CKay The First,0.727,0.739,8,-3.805,1,0.0411,0.365,0.00137,0.161,0.533,93.005
703,CKay,love nwantiti (ah ah ah),CKay The First,0.727,0.739,8,-3.805,1,0.0411,0.365,0.00137,0.161,0.533,93.005
704,CKay,love nwantiti (ah ah ah),CKay The First,0.727,0.739,8,-3.805,1,0.0411,0.365,0.00137,0.161,0.533,93.005
705,CKay,love nwantiti (ah ah ah),CKay The First,0.727,0.739,8,-3.805,1,0.0411,0.365,0.00137,0.161,0.533,93.005
706,CKay,love nwantiti (ah ah ah),CKay The First,0.727,0.739,8,-3.805,1,0.0411,0.365,0.00137,0.161,0.533,93.005
707,CKay,love nwantiti (ah ah ah),CKay The First,0.727,0.739,8,-3.805,1,0.0411,0.365,0.00137,0.161,0.533,93.005
708,CKay,love nwantiti (ah ah ah),CKay The First,0.727,0.739,8,-3.805,1,0.0411,0.365,0.00137,0.161,0.533,93.005
709,CKay,love nwantiti (ah ah ah),CKay The First,0.727,0.739,8,-3.805,1,0.0411,0.365,0.00137,0.161,0.533,93.005
710,CKay,love nwantiti (ah ah ah),CKay The First,0.727,0.739,8,-3.805,1,0.0411,0.365,0.00137,0.161,0.533,93.005
711,CKay,love nwantiti (ah ah ah),CKay The First,0.727,0.739,8,-3.805,1,0.0411,0.365,0.00137,0.161,0.533,93.005
712,CKay,love nwantiti (ah ah ah),CKay The First,0.727,0.739,8,-3.805,1,0.0411,0.365,0.00137,0.161,0.533,93.005
713,CKay,love nwantiti (ah ah ah),CKay The First,0.727,0.739,8,-3.805,1,0.0411,0.365,0.00137,0.161,0.533,93.005
714,CKay,love nwantiti (ah ah ah),CKay The First,0.727,0.739,8,-3.805,1,0.0411,0.365,0.00137,0.161,0.533,93.005
715,CKay,love nwantiti (ah ah ah),CKay The First,0.727,0.739,8,-3.805,1,0.0411,0.365,0.00137,0.161,0.533,93.005
716,上海アリス幻樂団,フラワリングナイト,東方花映塚 ~ Phantasmagoria of Flower View. サウンドトラック,0.497,0.874,2,-7.636,0,0.0386,0.000536,0.00202,0.198,0.767,153.002
717,BEAT MARIO,ナイト・オブ・ナイツ,オールナイト・オブ・ナイツ,0.491,0.991,2,-4.096,1,0.0664,8.88E-05,0.982,0.3,0.113,180.016
718,上海アリス幻樂団,フラワリングナイト,東方花映塚 ~ Phantasmagoria of Flower View. サウンドトラック,0.497,0.874,2,-7.636,0,0.0386,0.000536,0.00202,0.198,0.767,153.002
719,上海アリス幻樂団,フラワリングナイト,東方花映塚 ~ Phantasmagoria of Flower View. サウンドトラック,0.497,0.874,2,-7.636,0,0.0386,0.000536,0.00202,0.198,0.767,153.002
720,上海アリス幻樂団,フラワリングナイト,東方花映塚 ~ Phantasmagoria of Flower View. サウンドトラック,0.497,0.874,2,-7.636,0,0.0386,0.000536,0.00202,0.198,0.767,153.002
721,上海アリス幻樂団,フラワリングナイト,東方花映塚 ~ Phantasmagoria of Flower View. サウンドトラック,0.497,0.874,2,-7.636,0,0.0386,0.000536,0.00202,0.198,0.767,153.002
722,上海アリス幻樂団,フラワリングナイト,東方花映塚 ~ Phantasmagoria of Flower View. サウンドトラック,0.497,0.874,2,-7.636,0,0.0386,0.000536,0.00202,0.198,0.767,153.002
723,上海アリス幻樂団,フラワリングナイト,東方花映塚 ~ Phantasmagoria of Flower View. サウンドトラック,0.497,0.874,2,-7.636,0,0.0386,0.000536,0.00202,0.198,0.767,153.002
724,上海アリス幻樂団,フラワリングナイト,東方花映塚 ~ Phantasmagoria of Flower View. サウンドトラック,0.497,0.874,2,-7.636,0,0.0386,0.000536,0.00202,0.198,0.767,153.002
725,上海アリス幻樂団,フラワリングナイト,東方花映塚 ~ Phantasmagoria of Flower View. サウンドトラック,0.497,0.874,2,-7.636,0,0.0386,0.000536,0.00202,0.198,0.767,153.002
726,上海アリス幻樂団,フラワリングナイト,東方花映塚 ~ Phantasmagoria of Flower View. サウンドトラック,0.497,0.874,2,-7.636,0,0.0386,0.000536,0.00202,0.198,0.767,153.002
727,上海アリス幻樂団,フラワリングナイト,東方花映塚 ~ Phantasmagoria of Flower View. サウンドトラック,0.497,0.874,2,-7.636,0,0.0386,0.000536,0.00202,0.198,0.767,153.002
728,上海アリス幻樂団,フラワリングナイト,東方花映塚 ~ Phantasmagoria of Flower View. サウンドトラック,0.497,0.874,2,-7.636,0,0.0386,0.000536,0.00202,0.198,0.767,153.002
729,上海アリス幻樂団,フラワリングナイト,東方花映塚 ~ Phantasmagoria of Flower View. サウンドトラック,0.497,0.874,2,-7.636,0,0.0386,0.000536,0.00202,0.198,0.767,153.002
730,Black Gryph0n,Insane,Insane,0.716,0.712,4,-5.826,0,0.144,0.193,0.0,0.823,0.797,104.899
731,上海アリス幻樂団,フラワリングナイト,東方花映塚 ~ Phantasmagoria of Flower View. サウンドトラック,0.497,0.874,2,-7.636,0,0.0386,0.000536,0.00202,0.198,0.767,153.002
732,宝鐘マリン,Ahoy!! 我ら宝鐘海賊団☆,Ahoy!! 我ら宝鐘海賊団☆,0.458,0.984,2,-2.488,1,0.248,0.0563,0.000588,0.0931,0.269,170.033
733,Lemon Demon,Cabinet Man,Spirit Phone,0.725,0.497,10,-7.929,1,0.057,0.0519,0.017,0.137,0.954,171.988
734,Vertigoat,Hu Tao Rap,Hu Tao Rap,0.718,0.383,4,-13.573,1,0.81,0.872,1.32E-05,0.145,0.606,199.914
735,BEAT MARIO,ナイト・オブ・ナイツ,オールナイト・オブ・ナイツ,0.491,0.991,2,-4.096,1,0.0664,8.88E-05,0.982,0.3,0.113,180.016
736,NyxTheShield,Overwrite,The Best of Underverse,0.318,0.881,8,-9.005,1,0.118,0.000816,0.0118,0.738,0.144,179.912
737,Shirobon,Undertale - Spider Dance - Shirobon Remix,Undertale - Spider Dance (Shirobon Remix),0.565,0.946,1,-4.325,1,0.0375,0.000356,0.899,0.044,0.772,115.006
738,Black Gryph0n,Insane,Insane,0.716,0.712,4,-5.826,0,0.144,0.193,0.0,0.823,0.797,104.899
739,宝鐘マリン,Ahoy!! 我ら宝鐘海賊団☆,Ahoy!! 我ら宝鐘海賊団☆,0.458,0.984,2,-2.488,1,0.248,0.0563,0.000588,0.0931,0.269,170.033
740,atsuover,Animal,Friday Night Funkin': VS Annie Mod,0.743,0.581,11,-11.874,0,0.0341,0.142,0.941,0.0985,0.971,140.023
741,Gawr Gura,REFLECT,REFLECT,0.646,0.813,4,-9.007,0,0.0863,0.0275,0.0,0.115,0.679,125.075
742,Harry Callaghan,Detach the Wheatley Core,Detach the Wheatley Core,0.576,0.633,9,-8.903,0,0.0517,0.578,0.0,0.118,0.766,134.901
743,Markiplier,I Don't Wanna Be Free,I Don't Wanna Be Free,0.538,0.463,7,-10.476,0,0.0669,0.485,0.0,0.155,0.782,67.026
744,Kawai Sprite,Ugh,"Friday Night Funkin', Vol. 2 (Original Game Soundtrack)",0.5,0.856,0,-7.317,1,0.0473,0.0115,0.000256,0.278,0.504,160.071
745,The Living Tombstone,Discord,Discord,0.676,0.835,8,-4.382,0,0.044,0.00682,3.04E-05,0.081,0.8,104.987
746,BEAT MARIO,ナイト・オブ・ナイツ,オールナイト・オブ・ナイツ,0.491,0.991,2,-4.096,1,0.0664,8.88E-05,0.982,0.3,0.113,180.016
747,Lemon Demon,Cabinet Man,Spirit Phone,0.725,0.497,10,-7.929,1,0.057,0.0519,0.017,0.137,0.954,171.988
748,上海アリス幻樂団,フラワリングナイト,東方花映塚 ~ Phantasmagoria of Flower View. サウンドトラック,0.497,0.874,2,-7.636,0,0.0386,0.000536,0.00202,0.198,0.767,153.002
749,NyxTheShield,Overwrite,The Best of Underverse,0.318,0.881,8,-9.005,1,0.118,0.000816,0.0118,0.738,0.144,179.912
750,Shirobon,Undertale - Spider Dance - Shirobon Remix,Undertale - Spider Dance (Shirobon Remix),0.565,0.946,1,-4.325,1,0.0375,0.000356,0.899,0.044,0.772,115.006
751,Vertigoat,Hu Tao Rap,Hu Tao Rap,0.718,0.383,4,-13.573,1,0.81,0.872,1.32E-05,0.145,0.606,199.914
752,Black Gryph0n,Insane,Insane,0.716,0.712,4,-5.826,0,0.144,0.193,0.0,0.823,0.797,104.899
753,宝鐘マリン,Ahoy!! 我ら宝鐘海賊団☆,Ahoy!! 我ら宝鐘海賊団☆,0.458,0.984,2,-2.488,1,0.248,0.0563,0.000588,0.0931,0.269,170.033
754,atsuover,Animal,Friday Night Funkin': VS Annie Mod,0.743,0.581,11,-11.874,0,0.0341,0.142,0.941,0.0985,0.971,140.023
755,Gawr Gura,REFLECT,REFLECT,0.646,0.813,4,-9.007,0,0.0863,0.0275,0.0,0.115,0.679,125.075
756,Harry Callaghan,Detach the Wheatley Core,Detach the Wheatley Core,0.576,0.633,9,-8.903,0,0.0517,0.578,0.0,0.118,0.766,134.901
757,Markiplier,I Don't Wanna Be Free,I Don't Wanna Be Free,0.538,0.463,7,-10.476,0,0.0669,0.485,0.0,0.155,0.782,67.026
758,The Living Tombstone,Discord,Discord,0.676,0.835,8,-4.382,0,0.044,0.00682,3.04E-05,0.081,0.8,104.987
759,上海アリス幻樂団,フラワリングナイト,東方花映塚 ~ Phantasmagoria of Flower View. サウンドトラック,0.497,0.874,2,-7.636,0,0.0386,0.000536,0.00202,0.198,0.767,153.002
760,Kawai Sprite,Ugh,"Friday Night Funkin', Vol. 2 (Original Game Soundtrack)",0.5,0.856,0,-7.317,1,0.0473,0.0115,0.000256,0.278,0.504,160.071
761,Lemon Demon,Cabinet Man,Spirit Phone,0.725,0.497,10,-7.929,1,0.057,0.0519,0.017,0.137,0.954,171.988
762,BEAT MARIO,ナイト・オブ・ナイツ,オールナイト・オブ・ナイツ,0.491,0.991,2,-4.096,1,0.0664,8.88E-05,0.982,0.3,0.113,180.016
763,NyxTheShield,Overwrite,The Best of Underverse,0.318,0.881,8,-9.005,1,0.118,0.000816,0.0118,0.738,0.144,179.912
764,上海アリス幻樂団,フラワリングナイト,東方花映塚 ~ Phantasmagoria of Flower View. サウンドトラック,0.497,0.874,2,-7.636,0,0.0386,0.000536,0.00202,0.198,0.767,153.002
765,NyxTheShield,Overwrite,The Best of Underverse,0.318,0.881,8,-9.005,1,0.118,0.000816,0.0118,0.738,0.144,179.912
766,Shirobon,Undertale - Spider Dance - Shirobon Remix,Undertale - Spider Dance (Shirobon Remix),0.565,0.946,1,-4.325,1,0.0375,0.000356,0.899,0.044,0.772,115.006
767,Pop Smoke,What You Know Bout Love,Shoot For The Stars Aim For The Moon,0.709,0.548,10,-8.493,1,0.353,0.65,1.59E-06,0.133,0.543,83.995
768,Jacob Collier,He Won't Hold You (feat. Rapsody),Djesse Vol. 3,0.404,0.355,0,-12.957,1,0.134,0.783,0.00138,0.373,0.198,100.831
769,JunLIB,All Along the Watchtower - Lucifer Version,The E Sound - Knockin' on the Watchtower,0.524,0.441,7,-11.759,0,0.0397,0.98,0.914,0.109,0.379,111.966
770,Crush,Whatever You Do,Crush on You,0.488,0.859,0,-3.24,1,0.073,0.142,0.0,0.188,0.738,93.984
771,CORPSE,E-GIRLS ARE RUINING MY LIFE!,E-GIRLS ARE RUINING MY LIFE!,0.614,0.937,1,-7.443,1,0.115,0.00161,0.00136,0.103,0.386,84.98
772,Coffee Date,Dearly Beloved (Kingdom Hearts),Dearly Beloved (Kingdom Hearts),0.608,0.299,3,-14.152,1,0.0403,0.74,0.916,0.126,0.552,75.006
773,The Pussycat Dolls,Buttons,PCD,0.57,0.821,2,-4.38,1,0.267,0.178,0.0,0.289,0.408,210.857
774,ITSOKTOCRY,Viagra,POSHBOY!,0.73,0.463,7,-9.461,1,0.124,0.00146,5.35E-06,0.108,0.143,156.895
775,Cat Trumpet,"Arrietty's Song (From ""The Secret World of Arrietty"")",Relaxing Piano: Studio Ghibli Complete Collection,0.702,0.138,10,-23.062,1,0.0515,0.993,0.928,0.115,0.756,133.928
776,Brian,T.V. Medley,Family Guy Live In Vegas,0.485,0.505,5,-9.193,1,0.737,0.795,0.0,0.61,0.43,77.829
777,Mohombi,Bumpy Ride,House Party Jams,0.704,0.846,0,-4.458,0,0.0395,0.0548,0.0,0.173,0.818,104.993
778,Ondi Vil,So Unfair,So Unfair,0.704,0.368,5,-8.67,0,0.202,0.88,0.121,0.451,0.639,172.312
779,Nicki Minaj,Va Va Voom,Pink Friday ... Roman Reloaded (Deluxe),0.648,0.836,8,-3.394,1,0.0316,0.0625,0.00995,0.202,0.705,126.889
780,Sean Paul,(When You Gonna) Give It Up to Me (feat. Keyshia Cole) - Radio Version,Only Hits,0.711,0.761,8,-3.04,1,0.225,0.067,0.0,0.041,0.718,95.824
781,Aventura,I'm Sorry,Love & Hate,0.842,0.453,0,-10.146,1,0.0456,0.703,1.74E-05,0.102,0.686,127.139
782,Boyce Avenue,Stay With Me,Miki Matsubara Best Collection,0.658,0.747,5,-6.615,1,0.0431,0.176,8.49E-06,0.0789,0.792,108.259
783,Blvk,Withu,Beat Batch #3,0.741,0.219,10,-11.878,0,0.0813,0.853,0.935,0.109,0.519,156.116
784,Mariah Carey,We Belong Together,The Emancipation of Mimi,0.837,0.462,0,-7.89,1,0.0601,0.0339,0.0,0.09,0.762,139.986
785,The Longest Johns,Off To Sea,Between Wind And Water,0.741,0.355,0,-8.249,0,0.0324,0.813,0.0,0.136,0.399,98.479
786,Flo Rida,Sugar (feat. Wynter),R.O.O.T.S. (Route of Overcoming the Struggle),0.738,0.868,1,-4.15,1,0.0348,0.0371,0.0,0.294,0.199,130.003
787,The Living Tombstone,No Mercy,No Mercy,0.634,0.621,2,-5.936,1,0.0288,0.0466,0.0,0.128,0.844,105.049
788,Jinsang,Affection,Life,0.698,0.193,1,-15.01,1,0.0902,0.915,0.937,0.0882,0.608,84.028
789,Ricky Desktop,The Bard's Last Note,The Bard's Last Note,0.898,0.653,8,-10.555,1,0.526,0.614,0.0,0.0857,0.588,128.066
790,上海アリス幻樂団,フラワリングナイト,東方花映塚 ~ Phantasmagoria of Flower View. サウンドトラック,0.497,0.874,2,-7.636,0,0.0386,0.000536,0.00202,0.198,0.767,153.002
791,Vertigoat,Hu Tao Rap,Hu Tao Rap,0.718,0.383,4,-13.573,1,0.81,0.872,1.32E-05,0.145,0.606,199.914
792,BEAT MARIO,ナイト・オブ・ナイツ,オールナイト・オブ・ナイツ,0.491,0.991,2,-4.096,1,0.0664,8.88E-05,0.982,0.3,0.113,180.016
793,nomico,Bad Apple!! feat.nomico,10th Anniversary Bad Apple!! feat.nomico PHASE3,0.487,0.753,1,-3.184,0,0.031,1.63E-05,0.000715,0.0977,0.245,138.009
794,Amateras Records,Tear Rain feat. えみぃ,Radical Destruction,0.671,0.815,2,-4.819,0,0.0361,0.0735,0.0482,0.201,0.552,128.047
795,魂音泉,坂好きの神様 (feat. 雨天決行),Chill★Now,0.513,0.925,4,-4.384,0,0.155,0.235,0.0,0.268,0.509,157.958
796,暁Records,幽鬼傀儡、あるいはその愛と再生,少女救世論,0.24,0.818,11,-4.84,1,0.0899,0.0108,6.19E-05,0.389,0.208,157.981
797,ShibayanRecords,タイニーリトル・アジアンタム,TOHO BOSSA NOVA 2,0.455,0.667,0,-9.265,1,0.0514,0.845,0.718,0.0905,0.546,92.187
798,Frozen Starfall,Sommertrip (crouka Remix),Sommertrip,0.57,0.629,10,-7.547,0,0.0348,0.000522,0.00383,0.0948,0.557,132.004
799,Frozen Starfall,Sommertrip (crouka Remix),Sommertrip,0.57,0.629,10,-7.547,0,0.0348,0.000522,0.00383,0.0948,0.557,132.004
800,Silver Forest,⑨destiny - ずっとチルノのターン,Rebirth,0.459,0.981,8,-1.52,1,0.202,0.151,0.0,0.326,0.611,171.934
801,幽閉サテライト,ヒトリシズカ,幻想万華鏡~紅霧異変の章~サントラVol.1,0.526,0.939,11,-3.051,0,0.0451,0.635,1.13E-06,0.283,0.675,125.991
802,桃箱,もみじもみもみ,デジハロ NEXUS,0.564,0.984,2,-3.83,1,0.043,0.00919,0.0151,0.0745,0.805,93.989
803,魂音泉,歳月 - Midnight Moon Walker Remix,One's Own Way,0.492,0.91,11,-4.212,0,0.092,0.0851,0.0,0.0456,0.934,175.91
804,Silver Forest,つるぺったん,東方萃奏楽,0.559,0.946,7,-1.623,0,0.0533,0.289,0.000287,0.156,0.865,90.04
805,RichaadEB,Native Faith,Bullet Hell,0.27,0.754,10,-5.81,1,0.0495,0.0,0.82,0.126,0.261,164.197
806,Kaleptik,U.N. Owen Was Her? (Remix),"Video Game Remixes, Vol. 1",0.493,0.969,2,-3.282,0,0.0463,0.201,0.655,0.247,0.34,170.581
807,幽閉サテライト,色は匂へど 散りぬるを -Full Version-,色は匂へど 散りぬるを,0.443,0.972,2,-3.393,0,0.0838,0.0232,8.05E-06,0.116,0.484,137.973
