db_id,artistName,trackName,albumName,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
13826,DEV,In The Dark,The Night The Sun Came Up,0.736,0.823,8,-4.231,1,0.0675,0.00358,0.000914,0.33,0.442,124.954
13827,Toby Fox,Mini Studio,DELTARUNE Chapter 2 (Original Game Soundtrack),0.628,0.288,0,-9.917,1,0.122,0.307,0.602,0.0973,0.973,116.057
13828,The Longest Johns,Randy Dandy O - Chiptune,Commodore 1864,0.45,0.868,7,-13.422,1,0.0391,0.0731,0.952,0.177,0.966,115.525
13829,Toby Fox,My Castle Town,DELTARUNE Chapter 2 (Original Game Soundtrack),0.662,0.156,0,-17.075,0,0.0346,0.983,0.94,0.104,0.427,136.939
13830,Toby Fox,Berdly,DELTARUNE Chapter 2 (Original Game Soundtrack),0.606,0.383,7,-11.45,1,0.0398,0.78,0.202,0.221,0.986,98.023
13831,TLC,No Scrubs,Fanmail,0.743,0.675,8,-4.267,0,0.0953,0.0251,0.000717,0.0685,0.59,92.909
13832,RichaadEB,Native Faith,Bullet Hell,0.27,0.754,10,-5.81,1,0.0495,0.0,0.82,0.126,0.261,164.197
13833,Toby Fox,Elegant Entrance,DELTARUNE Chapter 2 (Original Game Soundtrack),0.356,0.346,3,-18.059,0,0.042,0.837,0.863,0.119,0.452,200.056
13834,Shirobon,Undertale - Spider Dance - Shirobon Remix,Undertale - Spider Dance (Shirobon Remix),0.565,0.946,1,-4.325,1,0.0375,0.000356,0.899,0.044,0.772,115.006
13835,Corey Hawkins,Blackout,In The Heights (Original Motion Picture Soundtrack),0.611,0.749,7,-6.408,0,0.0698,0.0107,0.0,0.204,0.502,99.667
13836,The Longest Johns,Spanish Ladies,Between Wind And Water,0.589,0.389,4,-8.306,0,0.182,0.748,0.0,0.32,0.643,181.218
13837,Arcade Player,"Coconut Mall (From ""Mario Kart Wii"")","Mario Kart Wii, The Themes",0.777,0.633,5,-8.354,1,0.0367,0.186,0.197,0.239,0.96,130.069
13838,The Longest Johns,Spanish Ladies - Chiptune,Commodore 1864,0.364,0.505,4,-12.841,0,0.0328,0.14,0.871,0.498,0.781,96.029
13839,Silver Forest,つるぺったん,東方萃奏楽,0.559,0.946,7,-1.623,0,0.0533,0.289,0.000287,0.156,0.865,90.04
13840,"Tito ""El Bambino""",Piropo,El Patrón (La Victoria),0.782,0.804,9,-5.531,0,0.054,0.167,2.96E-06,0.256,0.815,100.015
13841,Pentatonix,Havana,"PTX Presents: Top Pop, Vol. I",0.726,0.548,7,-5.851,0,0.0287,0.231,3.23E-05,0.385,0.749,113.989
13842,Vertigoat,Hu Tao Rap,Hu Tao Rap,0.718,0.383,4,-13.573,1,0.81,0.872,1.32E-05,0.145,0.606,199.914
13843,atsuover,Animal,Friday Night Funkin': VS Annie Mod,0.743,0.581,11,-11.874,0,0.0341,0.142,0.941,0.0985,0.971,140.023
13844,RichaadEB,Native Faith,Bullet Hell,0.27,0.754,10,-5.81,1,0.0495,0.0,0.82,0.126,0.261,164.197
13845,RichaadEB,Native Faith,Bullet Hell,0.27,0.754,10,-5.81,1,0.0495,0.0,0.82,0.126,0.261,164.197
13846,Corey Hawkins,Blackout,In The Heights (Original Motion Picture Soundtrack),0.611,0.749,7,-6.408,0,0.0698,0.0107,0.0,0.204,0.502,99.667
13847,BLACKPINK,Shut Down,BORN PINK,0.82,0.686,0,-5.102,1,0.038,0.00412,0.0,0.184,0.668,110.058
13848,BLACKPINK,Shut Down,BORN PINK,0.82,0.686,0,-5.102,1,0.038,0.00412,0.0,0.184,0.668,110.058
13849,Pentatonix,Havana,"PTX Presents: Top Pop, Vol. I",0.726,0.548,7,-5.851,0,0.0287,0.231,3.23E-05,0.385,0.749,113.989
13850,Pentatonix,Havana,"PTX Presents: Top Pop, Vol. I",0.726,0.548,7,-5.851,0,0.0287,0.231,3.23E-05,0.385,0.749,113.989
13851,Black Gryph0n,Insane,Insane,0.716,0.712,4,-5.826,0,0.144,0.193,0.0,0.823,0.797,104.899
13852,Thomas Sanders,Friends on the Other Side (Disney Villain Mash-Up),Friends on the Other Side (Disney Villain Mash-Up),0.429,0.367,9,-12.578,0,0.0381,0.314,0.0,0.207,0.456,63.843
13853,André De Shields,Way Down Hadestown (Reprise),Hadestown (Original Broadway Cast Recording),0.565,0.456,0,-7.272,0,0.179,0.85,0.0,0.132,0.346,120.433
13854,上海アリス幻樂団,フラワリングナイト,東方花映塚 ~ Phantasmagoria of Flower View. サウンドトラック,0.497,0.874,2,-7.636,0,0.0386,0.000536,0.00202,0.198,0.767,153.002
13855,Toby Fox,Mini Studio,DELTARUNE Chapter 2 (Original Game Soundtrack),0.628,0.288,0,-9.917,1,0.122,0.307,0.602,0.0973,0.973,116.057
13856,宝鐘マリン,Ahoy!! 我ら宝鐘海賊団☆,Ahoy!! 我ら宝鐘海賊団☆,0.458,0.984,2,-2.488,1,0.248,0.0563,0.000588,0.0931,0.269,170.033
13857,The Longest Johns,Santiana,Between Wind And Water,0.73,0.344,4,-6.847,1,0.0636,0.942,0.0,0.707,0.726,134.543
13858,Toby Fox,NOW'S YOUR CHANCE TO BE A,DELTARUNE Chapter 2 (Original Game Soundtrack),0.639,0.788,6,-8.811,1,0.0523,0.149,0.00267,0.219,0.966,132.127
13859,Muni Long,Hrs & Hrs,Public Displays Of Affection: The Album,0.52,0.546,8,-4.991,0,0.213,0.579,0.0,0.112,0.634,137.419
13860,TLC,No Scrubs,Fanmail,0.743,0.675,8,-4.267,0,0.0953,0.0251,0.000717,0.0685,0.59,92.909
13861,IOSYS,チルノのパーフェクトさんすう教室,東方氷雪歌集,0.516,0.938,9,-2.707,0,0.0688,0.0505,0.048,0.294,0.524,175.022
13862,ZUN,廃獄ララバイ(東方地霊殿)VIOLIN ROCK,東方バイオリンロック 地-CHI- II,0.328,0.88,1,-6.348,1,0.183,9.17E-05,0.0431,0.355,0.529,180.055
13863,Toby Fox,Pandora Palace,DELTARUNE Chapter 2 (Original Game Soundtrack),0.449,0.869,1,-10.993,0,0.0338,0.00173,0.979,0.67,0.737,100.009
13864,Starbomb,Welcome to the Mario Party,The Tryforce,0.844,0.785,7,-6.036,1,0.26,0.0569,4.66E-06,0.161,0.483,94.953
13865,Caleb Hyles,Other Friends,Other Friends,0.627,0.609,4,-8.427,0,0.205,0.05,0.0,0.194,0.575,118.161
13866,Connor Price,Violet,Violet,0.924,0.716,8,-7.158,0,0.0541,0.0177,1.15E-06,0.128,0.48,119.973
13867,Caleb Hyles,Other Friends,Other Friends,0.627,0.609,4,-8.427,0,0.205,0.05,0.0,0.194,0.575,118.161
13868,Pentatonix,If I Ever Fall In Love (feat. Jason Derulo),Pentatonix (Deluxe Version),0.403,0.477,10,-6.723,0,0.0384,0.582,0.0,0.314,0.399,141.719
13869,上海アリス幻樂団,フラワリングナイト,東方花映塚 ~ Phantasmagoria of Flower View. サウンドトラック,0.497,0.874,2,-7.636,0,0.0386,0.000536,0.00202,0.198,0.767,153.002
13870,Toby Fox,Queen,DELTARUNE Chapter 2 (Original Game Soundtrack),0.46,0.978,10,-7.974,1,0.0477,0.391,0.176,0.249,0.456,144.017
13871,Don Omar,Dile,The Last Don,0.817,0.714,4,-7.501,0,0.141,0.184,0.000132,0.042,0.714,94.001
13872,Arcade Player,"Coconut Mall (From ""Mario Kart Wii"")","Mario Kart Wii, The Themes",0.777,0.633,5,-8.354,1,0.0367,0.186,0.197,0.239,0.96,130.069
13873,Jewelle Blackman,When the Chips are Down,Hadestown (Original Broadway Cast Recording),0.801,0.762,5,-6.136,0,0.0644,0.596,0.00036,0.0505,0.809,96.053
13874,Elliott Yamin,Wait for You,Elliott Yamin,0.764,0.487,0,-6.734,1,0.0281,0.25,0.0,0.184,0.352,116.027
13875,ØZI,MISSIONARY,MISSIONARY,0.702,0.382,2,-9.675,1,0.0598,0.076,1.03E-05,0.0917,0.145,97.999
13876,Toby Fox,Spamton,DELTARUNE Chapter 2 (Original Game Soundtrack),0.636,0.821,1,-10.897,1,0.0447,0.000806,0.635,0.301,0.651,94.977
13877,The Living Tombstone,Discord,Discord,0.676,0.835,8,-4.382,0,0.044,0.00682,3.04E-05,0.081,0.8,104.987
13878,Mariah Carey,We Belong Together,The Emancipation of Mimi,0.837,0.462,0,-7.89,1,0.0601,0.0339,0.0,0.09,0.762,139.986
13879,Lloyd,Southside,Southside,0.688,0.404,9,-9.481,0,0.0818,0.377,0.0,0.0813,0.448,75.007
13880,Toby Fox,Mini Studio,DELTARUNE Chapter 2 (Original Game Soundtrack),0.628,0.288,0,-9.917,1,0.122,0.307,0.602,0.0973,0.973,116.057
13881,"Tito ""El Bambino""",Agárrala (feat. Plan B),El Patrón (La Victoria),0.778,0.816,9,-4.746,1,0.109,0.0701,0.0,0.111,0.743,173.948
13882,Lord Nekros,Bunny Girl Senpai - Drill Remix,Bunny Girl Senpai,0.718,0.7,7,-7.964,1,0.0481,0.0705,0.382,0.163,0.516,135.003
13883,Panic! At The Disco,"Build God, Then We'll Talk",A Fever You Can't Sweat Out,0.418,0.828,11,-4.132,0,0.0475,0.136,0.0,0.336,0.448,124.783
13884,RichaadEB,Necrofantasia,Bullet Hell,0.275,0.838,10,-5.475,1,0.0567,1.22E-06,0.74,0.262,0.347,163.998
13885,Gawr Gura,REFLECT,REFLECT,0.646,0.813,4,-9.007,0,0.0863,0.0275,0.0,0.115,0.679,125.075
13886,"Tito ""El Bambino""",Piropo,El Patrón (La Victoria),0.782,0.804,9,-5.531,0,0.054,0.167,2.96E-06,0.256,0.815,100.015
13887,Masego,Mystery Lady,Studying Abroad: Extended Stay,0.747,0.494,3,-7.957,0,0.141,0.393,0.0,0.0982,0.624,76.006
13888,Toby Fox,NOW'S YOUR CHANCE TO BE A,DELTARUNE Chapter 2 (Original Game Soundtrack),0.639,0.788,6,-8.811,1,0.0523,0.149,0.00267,0.219,0.966,132.127
13889,TLC,No Scrubs,Fanmail,0.743,0.675,8,-4.267,0,0.0953,0.0251,0.000717,0.0685,0.59,92.909
13890,DEV,In The Dark,The Night The Sun Came Up,0.736,0.823,8,-4.231,1,0.0675,0.00358,0.000914,0.33,0.442,124.954
13891,BEAT MARIO,ナイト・オブ・ナイツ,オールナイト・オブ・ナイツ,0.491,0.991,2,-4.096,1,0.0664,8.88E-05,0.982,0.3,0.113,180.016
13892,NyxTheShield,Overwrite,The Best of Underverse,0.318,0.881,8,-9.005,1,0.118,0.000816,0.0118,0.738,0.144,179.912
13893,Corey Hawkins,Blackout,In The Heights (Original Motion Picture Soundtrack),0.611,0.749,7,-6.408,0,0.0698,0.0107,0.0,0.204,0.502,99.667
13894,BLACKPINK,Shut Down,BORN PINK,0.82,0.686,0,-5.102,1,0.038,0.00412,0.0,0.184,0.668,110.058
13895,Connor Price,Violet,Violet,0.924,0.716,8,-7.158,0,0.0541,0.0177,1.15E-06,0.128,0.48,119.973
13896,ØZI,MISSIONARY,MISSIONARY,0.702,0.382,2,-9.675,1,0.0598,0.076,1.03E-05,0.0917,0.145,97.999
13897,Toby Fox,WELCOME TO THE CITY,DELTARUNE Chapter 2 (Original Game Soundtrack),0.724,0.859,8,-8.36,1,0.0469,0.407,0.942,0.0413,1.0,149.472
13898,Aquabella,Levan Polka,Ayadooeh,0.92,0.23,4,-10.256,0,0.0868,0.932,0.0,0.0813,0.927,98.046
13899,Blu Cantrell,Hit 'Em Up Style (Oops!),So Blu,0.667,0.773,5,-4.983,0,0.0586,0.201,0.0,0.404,0.667,89.976
13900,ZYTOKINE,Ten Desires feat. aki,POP ICON,0.503,0.957,7,-6.545,0,0.0318,0.000194,0.0239,0.161,0.805,140.021
13901,Toby Fox,My Castle Town,DELTARUNE Chapter 2 (Original Game Soundtrack),0.662,0.156,0,-17.075,0,0.0346,0.983,0.94,0.104,0.427,136.939
13902,ZUN,廃獄ララバイ(東方地霊殿)VIOLIN ROCK,東方バイオリンロック 地-CHI- II,0.328,0.88,1,-6.348,1,0.183,9.17E-05,0.0431,0.355,0.529,180.055
13903,Panic! At The Disco,I Constantly Thank God for Esteban,A Fever You Can't Sweat Out,0.629,0.817,7,-5.56,0,0.0696,0.139,0.0,0.135,0.653,167.002
13904,宝鐘マリン,Ahoy!! 我ら宝鐘海賊団☆,Ahoy!! 我ら宝鐘海賊団☆,0.458,0.984,2,-2.488,1,0.248,0.0563,0.000588,0.0931,0.269,170.033
13905,The Longest Johns,Spanish Ladies - Chiptune,Commodore 1864,0.364,0.505,4,-12.841,0,0.0328,0.14,0.871,0.498,0.781,96.029
13906,Panic! At The Disco,Viva Las Vengeance,Viva Las Vengeance,0.209,0.826,9,-5.458,0,0.0709,1.68E-05,0.0337,0.112,0.385,153.879
13907,Eminem,"Lose Yourself - From ""8 Mile"" Soundtrack",Curtain Call: The Hits (Deluxe Edition),0.692,0.744,2,-4.565,1,0.257,0.00868,0.000423,0.359,0.0612,171.374
13908,The Longest Johns,Barge Ballad - Chiptune,Commodore 1864,0.369,0.747,1,-14.073,1,0.0409,0.393,0.756,0.103,0.824,191.943
13909,Will Smith,Arabian Nights (2019),Aladdin (Original Motion Picture Soundtrack),0.445,0.532,8,-8.018,1,0.0405,0.254,0.0,0.109,0.465,128.776
13910,Lemon Demon,Cabinet Man,Spirit Phone,0.725,0.497,10,-7.929,1,0.057,0.0519,0.017,0.137,0.954,171.988
13911,Leslie Grace,Alabanza,In The Heights (Original Motion Picture Soundtrack),0.489,0.138,2,-15.155,1,0.107,0.628,0.0,0.109,0.125,115.545
13912,Usher,Good Kisser,Good Kisser,0.64,0.782,5,-4.177,0,0.189,0.379,0.0,0.109,0.825,97.516
13913,The Living Tombstone,No Mercy,No Mercy,0.634,0.621,2,-5.936,1,0.0288,0.0466,0.0,0.128,0.844,105.049
13914,CKay,love nwantiti (ah ah ah),CKay The First,0.727,0.739,8,-3.805,1,0.0411,0.365,0.00137,0.161,0.533,93.005
13915,Toby Fox,Elegant Entrance,DELTARUNE Chapter 2 (Original Game Soundtrack),0.356,0.346,3,-18.059,0,0.042,0.837,0.863,0.119,0.452,200.056
13916,Ghostface Playa,Why Not,Why Not (Slowed + Reverb),0.745,0.929,0,-2.399,1,0.0304,0.00649,0.883,0.382,0.716,98.477
13917,Toby Fox,It's Raining Somewhere Else,UNDERTALE Soundtrack,0.803,0.391,5,-13.044,0,0.0385,0.821,0.825,0.136,0.632,96.013
13918,Shirobon,Undertale - Spider Dance - Shirobon Remix,Undertale - Spider Dance (Shirobon Remix),0.565,0.946,1,-4.325,1,0.0375,0.000356,0.899,0.044,0.772,115.006
13919,Corey Hawkins,Blackout,In The Heights (Original Motion Picture Soundtrack),0.611,0.749,7,-6.408,0,0.0698,0.0107,0.0,0.204,0.502,99.667
13920,Toby Fox,"It's Pronounced ""Rules""",DELTARUNE Chapter 2 (Original Game Soundtrack),0.508,0.78,0,-7.888,0,0.0315,0.23,0.439,0.251,0.981,144.92
13921,Markiplier,I Don't Wanna Be Free,I Don't Wanna Be Free,0.538,0.463,7,-10.476,0,0.0669,0.485,0.0,0.155,0.782,67.026
13922,André De Shields,Way Down Hadestown (Reprise),Hadestown (Original Broadway Cast Recording),0.565,0.456,0,-7.272,0,0.179,0.85,0.0,0.132,0.346,120.433
13923,The Longest Johns,Spanish Ladies,Between Wind And Water,0.589,0.389,4,-8.306,0,0.182,0.748,0.0,0.32,0.643,181.218
13924,Panic! At The Disco,"There's a Good Reason These Tables Are Numbered Honey, You Just Haven't Thought of It Yet",A Fever You Can't Sweat Out,0.427,0.737,4,-4.124,0,0.0474,0.227,0.0,0.376,0.653,116.98
13925,The Longest Johns,Wellerman - Chiptune,Commodore 1864,0.421,0.641,0,-13.101,0,0.0427,0.212,0.657,0.652,0.966,104.031
13926,"Tito ""El Bambino""",Mi Cama Huele a Ti (feat. Zion & Lennox),El Patrón (La Victoria),0.738,0.85,7,-5.818,0,0.0403,0.0775,0.0,0.162,0.678,95.0
13927,"Tito ""El Bambino""",Mi Cama Huele a Ti (feat. Zion & Lennox),El Patrón (La Victoria),0.738,0.85,7,-5.818,0,0.0403,0.0775,0.0,0.162,0.678,95.0
13928,Thomas Sanders,Friends on the Other Side (Disney Villain Mash-Up),Friends on the Other Side (Disney Villain Mash-Up),0.429,0.367,9,-12.578,0,0.0381,0.314,0.0,0.207,0.456,63.843
13929,The Longest Johns,Moby Duck - Chiptune,Commodore 1864,0.444,0.625,10,-14.066,0,0.0414,0.0309,0.485,0.171,0.824,195.089
13930,Vertigoat,Hu Tao Rap,Hu Tao Rap,0.718,0.383,4,-13.573,1,0.81,0.872,1.32E-05,0.145,0.606,199.914
13931,The Longest Johns,The Curse - Chiptune,Commodore 1864,0.374,0.673,11,-11.709,0,0.0416,0.0199,0.888,0.243,0.375,106.034
13932,DEV,In The Dark,The Night The Sun Came Up,0.736,0.823,8,-4.231,1,0.0675,0.00358,0.000914,0.33,0.442,124.954
13933,BEAT MARIO,ナイト・オブ・ナイツ,オールナイト・オブ・ナイツ,0.491,0.991,2,-4.096,1,0.0664,8.88E-05,0.982,0.3,0.113,180.016
13934,Toby Fox,Spamton,DELTARUNE Chapter 2 (Original Game Soundtrack),0.636,0.821,1,-10.897,1,0.0447,0.000806,0.635,0.301,0.651,94.977
13935,Aquabella,Levan Polka,Ayadooeh,0.92,0.23,4,-10.256,0,0.0868,0.932,0.0,0.0813,0.927,98.046
13936,T-Pain,Buy U a Drank (Shawty Snappin') (feat. Yung Joc),Epiphany (Expanded Edition),0.693,0.549,1,-8.141,1,0.119,0.0109,0.0,0.0677,0.605,80.028
13937,Pentatonix,Stay,Miki Matsubara Best Collection,0.658,0.747,5,-6.615,1,0.0431,0.176,8.49E-06,0.0789,0.792,108.259
13938,The Longest Johns,Barge Ballad - Chiptune,Commodore 1864,0.369,0.747,1,-14.073,1,0.0409,0.393,0.756,0.103,0.824,191.943
13939,Will Smith,Arabian Nights (2019),Aladdin (Original Motion Picture Soundtrack),0.445,0.532,8,-8.018,1,0.0405,0.254,0.0,0.109,0.465,128.776
13940,Ghostface Playa,Why Not,Why Not (Slowed + Reverb),0.745,0.929,0,-2.399,1,0.0304,0.00649,0.883,0.382,0.716,98.477
13941,Ghostface Playa,Why Not,Why Not (Slowed + Reverb),0.745,0.929,0,-2.399,1,0.0304,0.00649,0.883,0.382,0.716,98.477
13942,Toby Fox,Rude Buster,DELTARUNE Chapter 1 (Original Game Soundtrack),0.467,0.993,2,-8.237,1,0.0575,0.0878,0.972,0.0968,0.806,140.024
13943,Mariah Carey,We Belong Together,The Emancipation of Mimi,0.837,0.462,0,-7.89,1,0.0601,0.0339,0.0,0.09,0.762,139.986
13944,The Longest Johns,Spanish Ladies,Between Wind And Water,0.589,0.389,4,-8.306,0,0.182,0.748,0.0,0.32,0.643,181.218
13945,atsuover,Animal,Friday Night Funkin': VS Annie Mod,0.743,0.581,11,-11.874,0,0.0341,0.142,0.941,0.0985,0.971,140.023
13946,Toby Fox,Mini Studio,DELTARUNE Chapter 2 (Original Game Soundtrack),0.628,0.288,0,-9.917,1,0.122,0.307,0.602,0.0973,0.973,116.057
13947,Kaleptik,U.N. Owen Was Her? (Remix),"Video Game Remixes, Vol. 1",0.493,0.969,2,-3.282,0,0.0463,0.201,0.655,0.247,0.34,170.581
13948,Masego,Mystery Lady,Studying Abroad: Extended Stay,0.747,0.494,3,-7.957,0,0.141,0.393,0.0,0.0982,0.624,76.006
13949,Pentatonix,Havana,"PTX Presents: Top Pop, Vol. I",0.726,0.548,7,-5.851,0,0.0287,0.231,3.23E-05,0.385,0.749,113.989
13950,IOSYS,チルノのパーフェクトさんすう教室,東方氷雪歌集,0.516,0.938,9,-2.707,0,0.0688,0.0505,0.048,0.294,0.524,175.022
13951,Toby Fox,It's Raining Somewhere Else,UNDERTALE Soundtrack,0.803,0.391,5,-13.044,0,0.0385,0.821,0.825,0.136,0.632,96.013
13952,The Longest Johns,Santiana - Chiptune,Commodore 1864,0.302,0.745,6,-11.007,0,0.0331,0.0765,0.849,0.437,0.924,156.078
13953,Caleb Hyles,Other Friends,Other Friends,0.627,0.609,4,-8.427,0,0.205,0.05,0.0,0.194,0.575,118.161
13954,Harry Callaghan,Detach the Wheatley Core,Detach the Wheatley Core,0.576,0.633,9,-8.903,0,0.0517,0.578,0.0,0.118,0.766,134.901
13955,Leslie Grace,Alabanza,In The Heights (Original Motion Picture Soundtrack),0.489,0.138,2,-15.155,1,0.107,0.628,0.0,0.109,0.125,115.545
13956,Aquabella,Levan Polka,Ayadooeh,0.92,0.23,4,-10.256,0,0.0868,0.932,0.0,0.0813,0.927,98.046
13957,Arcade Player,"Coconut Mall (From ""Mario Kart Wii"")","Mario Kart Wii, The Themes",0.777,0.633,5,-8.354,1,0.0367,0.186,0.197,0.239,0.96,130.069
13958,Lemon Demon,Cabinet Man,Spirit Phone,0.725,0.497,10,-7.929,1,0.057,0.0519,0.017,0.137,0.954,171.988
13959,"Tito ""El Bambino""",Mi Cama Huele a Ti (feat. Zion & Lennox),El Patrón (La Victoria),0.738,0.85,7,-5.818,0,0.0403,0.0775,0.0,0.162,0.678,95.0
13960,Toby Fox,My Castle Town,DELTARUNE Chapter 2 (Original Game Soundtrack),0.662,0.156,0,-17.075,0,0.0346,0.983,0.94,0.104,0.427,136.939
13961,Toby Fox,Attack of the Killer Queen,DELTARUNE Chapter 2 (Original Game Soundtrack),0.46,0.978,10,-7.974,1,0.0477,0.391,0.176,0.249,0.456,144.017
13962,100 gecs,money machine,1000 gecs,0.68,0.659,6,-7.186,1,0.151,0.229,0.0,0.474,0.75,98.877
13963,Amber Gray,How Long?,Hadestown (Original Broadway Cast Recording),0.391,0.374,2,-11.914,0,0.0763,0.754,0.000209,0.157,0.28,94.887
13964,Blu Cantrell,Hit 'Em Up Style (Oops!),So Blu,0.667,0.773,5,-4.983,0,0.0586,0.201,0.0,0.404,0.667,89.976
13965,The Longest Johns,Spanish Ladies - Chiptune,Commodore 1864,0.364,0.505,4,-12.841,0,0.0328,0.14,0.871,0.498,0.781,96.029
13966,BLACKPINK,Shut Down,BORN PINK,0.82,0.686,0,-5.102,1,0.038,0.00412,0.0,0.184,0.668,110.058
13967,Natalie Venetia Belcon,Schadenfreude,Avenue Q (Original Broadway Cast Recording),0.622,0.496,2,-6.064,1,0.207,0.7,0.0,0.106,0.561,149.165
13968,Aquabella,Levan Polka,Ayadooeh,0.92,0.23,4,-10.256,0,0.0868,0.932,0.0,0.0813,0.927,98.046
13969,Masego,Mystery Lady,Studying Abroad: Extended Stay,0.747,0.494,3,-7.957,0,0.141,0.393,0.0,0.0982,0.624,76.006
13970,Nelly,Dilemma,Nellyville,0.727,0.552,2,-8.074,0,0.14,0.227,0.000164,0.198,0.607,168.189
13971,Thomas Sanders,Friends on the Other Side (Disney Villain Mash-Up),Friends on the Other Side (Disney Villain Mash-Up),0.429,0.367,9,-12.578,0,0.0381,0.314,0.0,0.207,0.456,63.843
13972,"Tito ""El Bambino""",Piropo,El Patrón (La Victoria),0.782,0.804,9,-5.531,0,0.054,0.167,2.96E-06,0.256,0.815,100.015
13973,Ghostface Playa,Why Not,Why Not (Slowed + Reverb),0.745,0.929,0,-2.399,1,0.0304,0.00649,0.883,0.382,0.716,98.477
13974,The Longest Johns,Santiana - Chiptune,Commodore 1864,0.302,0.745,6,-11.007,0,0.0331,0.0765,0.849,0.437,0.924,156.078
13975,Toby Fox,Spamton,DELTARUNE Chapter 2 (Original Game Soundtrack),0.636,0.821,1,-10.897,1,0.0447,0.000806,0.635,0.301,0.651,94.977
13976,André De Shields,Way Down Hadestown (Reprise),Hadestown (Original Broadway Cast Recording),0.565,0.456,0,-7.272,0,0.179,0.85,0.0,0.132,0.346,120.433
13977,Pentatonix,Stay,Miki Matsubara Best Collection,0.658,0.747,5,-6.615,1,0.0431,0.176,8.49E-06,0.0789,0.792,108.259
13978,Silver Forest,つるぺったん,東方萃奏楽,0.559,0.946,7,-1.623,0,0.0533,0.289,0.000287,0.156,0.865,90.04
13979,The Longest Johns,The Curse - Chiptune,Commodore 1864,0.374,0.673,11,-11.709,0,0.0416,0.0199,0.888,0.243,0.375,106.034
13980,"Tito ""El Bambino""",Agárrala (feat. Plan B),El Patrón (La Victoria),0.778,0.816,9,-4.746,1,0.109,0.0701,0.0,0.111,0.743,173.948
13981,Arcade Player,"Coconut Mall (From ""Mario Kart Wii"")","Mario Kart Wii, The Themes",0.777,0.633,5,-8.354,1,0.0367,0.186,0.197,0.239,0.96,130.069
13982,"Tito ""El Bambino""",Baila Sexy,El Patrón (La Victoria),0.78,0.725,7,-5.922,0,0.0432,0.0222,0.0,0.0997,0.727,98.011
13983,Panic! At The Disco,"There's a Good Reason These Tables Are Numbered Honey, You Just Haven't Thought of It Yet",A Fever You Can't Sweat Out,0.427,0.737,4,-4.124,0,0.0474,0.227,0.0,0.376,0.653,116.98
13984,Don Omar,Dile,The Last Don,0.817,0.714,4,-7.501,0,0.141,0.184,0.000132,0.042,0.714,94.001
13985,Toby Fox,Knock You Down !!,DELTARUNE Chapter 2 (Original Game Soundtrack),0.344,0.995,5,-7.853,0,0.0546,0.0238,0.949,0.13,0.49,194.983
13986,Amber Gray,How Long?,Hadestown (Original Broadway Cast Recording),0.391,0.374,2,-11.914,0,0.0763,0.754,0.000209,0.157,0.28,94.887
13987,The Longest Johns,Spanish Ladies - Chiptune,Commodore 1864,0.364,0.505,4,-12.841,0,0.0328,0.14,0.871,0.498,0.781,96.029
13988,Vertigoat,Hu Tao Rap,Hu Tao Rap,0.718,0.383,4,-13.573,1,0.81,0.872,1.32E-05,0.145,0.606,199.914
13989,DEV,In The Dark,The Night The Sun Came Up,0.736,0.823,8,-4.231,1,0.0675,0.00358,0.000914,0.33,0.442,124.954
13990,T-Pain,Buy U a Drank (Shawty Snappin') (feat. Yung Joc),Epiphany (Expanded Edition),0.693,0.549,1,-8.141,1,0.119,0.0109,0.0,0.0677,0.605,80.028
13991,Gawr Gura,REFLECT,REFLECT,0.646,0.813,4,-9.007,0,0.0863,0.0275,0.0,0.115,0.679,125.075
13992,Caleb Hyles,Other Friends,Other Friends,0.627,0.609,4,-8.427,0,0.205,0.05,0.0,0.194,0.575,118.161
13993,Toby Fox,A Simple Diversion,DELTARUNE Chapter 2 (Original Game Soundtrack),0.432,0.95,1,-12.419,0,0.0444,0.000138,0.791,0.276,0.967,130.118
13994,Toby Fox,A CYBER'S WORLD?,DELTARUNE Chapter 2 (Original Game Soundtrack),0.611,0.663,6,-10.158,1,0.038,0.0908,0.94,0.114,0.894,117.008
13995,Toby Fox,Elegant Entrance,DELTARUNE Chapter 2 (Original Game Soundtrack),0.356,0.346,3,-18.059,0,0.042,0.837,0.863,0.119,0.452,200.056
13996,Connor Price,Violet,Violet,0.924,0.716,8,-7.158,0,0.0541,0.0177,1.15E-06,0.128,0.48,119.973
13997,The Longest Johns,Barge Ballad - Chiptune,Commodore 1864,0.369,0.747,1,-14.073,1,0.0409,0.393,0.756,0.103,0.824,191.943
13998,Patrick Page,"Papers (""You're not from around here, son..."") [Intro]",Hadestown (Original Broadway Cast Recording),0.583,0.604,11,-8.25,0,0.523,0.311,1.32E-06,0.0293,0.443,171.516
13999,The Longest Johns,Wellerman - Chiptune,Commodore 1864,0.421,0.641,0,-13.101,0,0.0427,0.212,0.657,0.652,0.966,104.031
14000,TLC,No Scrubs,Fanmail,0.743,0.675,8,-4.267,0,0.0953,0.0251,0.000717,0.0685,0.59,92.909
14001,Eminem,"Lose Yourself - From ""8 Mile"" Soundtrack",Curtain Call: The Hits (Deluxe Edition),0.692,0.744,2,-4.565,1,0.257,0.00868,0.000423,0.359,0.0612,171.374
14002,Mariah Carey,Mine Again,The Emancipation of Mimi,0.692,0.334,7,-9.106,0,0.063,0.684,5.53E-06,0.117,0.364,131.896
