db_id,artistName,albumName,trackName,id,albumID,uri,duration_ms
954,ZYTOKINE,POP ICON,Ten Desires feat. aki,6GY9PFSq2Ee2SNdGA9anZC,2THiFuRv65Ekt6vyggouIY,spotify:track:6GY9PFSq2Ee2SNdGA9anZC,314173
955,ZUN,東方バイオリンロック 地-CHI- II,廃獄ララバイ(東方地霊殿)VIOLIN ROCK,2tjR0vChtNdALSYGmFl8V6,6Q13nvTCdNQ2mfhLrQeIwZ,spotify:track:2tjR0vChtNdALSYGmFl8V6,219000
956,RichaadEB,Bullet Hell II,Lunatic Eyes (Invisible Full Moon),0hAF7nMuGCtp5AGiGfjzX2,7K8URwf6BeFpzg7dE2TU1W,spotify:track:0hAF7nMuGCtp5AGiGfjzX2,172058
957,Frozen Starfall,Hiraeth,Hiraeth,5ufCopwrQuarKWJv1joxmb,1qLmLJmIbqiWwMjvjm4ECD,spotify:track:5ufCopwrQuarKWJv1joxmb,346199
958,Frozen Starfall,Sommertrip,Sommertrip (crouka Remix),77FduHplPLO3CdPVrgHLaP,6aKseY6Dr45hyNCGO3D3GY,spotify:track:77FduHplPLO3CdPVrgHLaP,240429
959,RichaadEB,Bullet Hell,Necrofantasia,5g2E6x9BUxfdTtXaSlHfh4,1XEJO3GnVcoPClqL2EfgVv,spotify:track:5g2E6x9BUxfdTtXaSlHfh4,194171
960,IOSYS,東方想幽森雛,Miracle∞Hinacle,2bU044Hg3pzqjyAz7OMGZZ,2Go39IKgGcD7rdma2x8r6M,spotify:track:2bU044Hg3pzqjyAz7OMGZZ,204000
961,Frozen Starfall,Ocean of Blossoms,COLORFUL PATH (Extended version),59VizhWCxsLPqPP2ZsW72Y,28mlqEZKgbHboZXE9eg0TT,spotify:track:59VizhWCxsLPqPP2ZsW72Y,313182
962,IOSYS,東方氷雪歌集,チルノのパーフェクトさんすう教室,6MwAs47LdYmlstiDmHzksi,69P6DohCtTGXC24AbBVOAE,spotify:track:6MwAs47LdYmlstiDmHzksi,278635
963,Silver Forest,東方萃奏楽,つるぺったん,1lCx9wRhYuPictiQUvwpJN,4ilvl7Et5fIUWKirXcDkhj,spotify:track:1lCx9wRhYuPictiQUvwpJN,160000
964,RichaadEB,Bullet Hell,Native Faith,0KjYwvYSP7fW0JHHK7dp4E,1XEJO3GnVcoPClqL2EfgVv,spotify:track:0KjYwvYSP7fW0JHHK7dp4E,169756
965,Kaleptik,"Video Game Remixes, Vol. 1",U.N. Owen Was Her? (Remix),7dkbEHIMLoeuG4zXGmzhEH,38tJMNu2lPatR7xnPchOOB,spotify:track:7dkbEHIMLoeuG4zXGmzhEH,226000
966,ZYTOKINE,POP ICON,Ten Desires feat. aki,6GY9PFSq2Ee2SNdGA9anZC,2THiFuRv65Ekt6vyggouIY,spotify:track:6GY9PFSq2Ee2SNdGA9anZC,314173
967,ZUN,東方バイオリンロック 地-CHI- II,廃獄ララバイ(東方地霊殿)VIOLIN ROCK,2tjR0vChtNdALSYGmFl8V6,6Q13nvTCdNQ2mfhLrQeIwZ,spotify:track:2tjR0vChtNdALSYGmFl8V6,219000
968,RichaadEB,Bullet Hell II,Lunatic Eyes (Invisible Full Moon),0hAF7nMuGCtp5AGiGfjzX2,7K8URwf6BeFpzg7dE2TU1W,spotify:track:0hAF7nMuGCtp5AGiGfjzX2,172058
969,Frozen Starfall,Hiraeth,Hiraeth,5ufCopwrQuarKWJv1joxmb,1qLmLJmIbqiWwMjvjm4ECD,spotify:track:5ufCopwrQuarKWJv1joxmb,346199
970,Frozen Starfall,Sommertrip,Sommertrip (crouka Remix),77FduHplPLO3CdPVrgHLaP,6aKseY6Dr45hyNCGO3D3GY,spotify:track:77FduHplPLO3CdPVrgHLaP,240429
971,RichaadEB,Bullet Hell,Necrofantasia,5g2E6x9BUxfdTtXaSlHfh4,1XEJO3GnVcoPClqL2EfgVv,spotify:track:5g2E6x9BUxfdTtXaSlHfh4,194171
972,IOSYS,東方想幽森雛,Miracle∞Hinacle,2bU044Hg3pzqjyAz7OMGZZ,2Go39IKgGcD7rdma2x8r6M,spotify:track:2bU044Hg3pzqjyAz7OMGZZ,204000
973,Frozen Starfall,Ocean of Blossoms,COLORFUL PATH (Extended version),59VizhWCxsLPqPP2ZsW72Y,28mlqEZKgbHboZXE9eg0TT,spotify:track:59VizhWCxsLPqPP2ZsW72Y,313182
974,IOSYS,東方氷雪歌集,チルノのパーフェクトさんすう教室,6MwAs47LdYmlstiDmHzksi,69P6DohCtTGXC24AbBVOAE,spotify:track:6MwAs47LdYmlstiDmHzksi,278635
975,幽閉サテライト,紅-KURENAI- Singles Best vol.3 ~ヒトリシズカ~,エゴに飲まれながら,3uyRIBEkKNTv9cIf68UPMB,46DjIPRrcDMHQdJsZhJLNe,spotify:track:3uyRIBEkKNTv9cIf68UPMB,293107
976,Music Legends,Touhou - Game Theme Collection,"Beloved Tomboyish Girl (Stage 2 Boss: Cirno's Theme) [From ""Touhou 06: Embodiment Of Scarlet Devil""]",1coSzabCYdOfaE5pq4zBRr,7IYjuT0triMZdmW5FNvsWB,spotify:track:1coSzabCYdOfaE5pq4zBRr,87408
977,幽閉サテライト,第3幕 協奏曲「華鳥風月」 SIDE A,華鳥風月 (Vocal version),0yyjt4ne6kpqlfEcG7g1nV,5nwd3R8LyWkc8nocxcE8dz,spotify:track:0yyjt4ne6kpqlfEcG7g1nV,350880
978,Frozen Starfall,Sommertrip,Sommertrip,77FduHplPLO3CdPVrgHLaP,6aKseY6Dr45hyNCGO3D3GY,spotify:track:77FduHplPLO3CdPVrgHLaP,240429
979,RichaadEB,Bullet Hell,U.N. Owen Was Her?,54m8TBNSw6M0Q7HYGlb3NO,1XEJO3GnVcoPClqL2EfgVv,spotify:track:54m8TBNSw6M0Q7HYGlb3NO,128429
980,Frozen Starfall,Sommertrip,Einfach Einfach (Remastered Version),5J8u2J4rjzm7s2zQpZBkxG,6aKseY6Dr45hyNCGO3D3GY,spotify:track:5J8u2J4rjzm7s2zQpZBkxG,234146
981,IOSYS,東方乙女囃子,魔理沙は大変なものを盗んでいきました,3ofKGe3tyjISVukIYOMQqP,7gOic70RNe14Q6jTTF9J0k,spotify:track:3ofKGe3tyjISVukIYOMQqP,241998
982,ZYTOKINE,THNQ -THE BEST of ZYTOKINE/CYTOKINE-,DESIRE DREAM feat. itori [2015 Remaster],25xoEVWDINv7urUiooT017,469OoI636zJDpCWv19zJtW,spotify:track:25xoEVWDINv7urUiooT017,302007
983,RichaadEB,Bullet Hell,Beloved Tomboyish Daughter,47ZSflM8gbq2zOlFwtgmZr,1XEJO3GnVcoPClqL2EfgVv,spotify:track:47ZSflM8gbq2zOlFwtgmZr,175263
984,FalKKonE,Intense Symphonic Metal: Touhou,"Reach for the Moon, Immortal Smoke (From ""Touhou 8"")",1ihrzBBMDXVToznKMwQtvQ,6YRLbPK8G8EaHaMAoqcFhW,spotify:track:1ihrzBBMDXVToznKMwQtvQ,201528
985,Music Legends,Touhou - Game Theme Collection,"Shanghai Alice Of Meiji 17 (Stage 3 Boss: Hong Meiling's Theme) [From ""Touhou 06: Embodiment Of Scarlet Devil""]",52e6jTH3ABbzUFijdfdp7W,7IYjuT0triMZdmW5FNvsWB,spotify:track:52e6jTH3ABbzUFijdfdp7W,92197
986,RichaadEB,Bullet Hell,Septette for the Dead Princess,1miHRkUTmTyofhCcGLIV4G,1XEJO3GnVcoPClqL2EfgVv,spotify:track:1miHRkUTmTyofhCcGLIV4G,178759
987,Music Legends,"Touhou: Game Theme Collection, Vol. 2","Extend Ash - Hourai Victim (Extra Stage theme) [From ""Touhou 08: Imperishable Night""]",4o6aq1nISrOpvKrJNARNcQ,1M0muqzfoagnkcZepbCx08,spotify:track:4o6aq1nISrOpvKrJNARNcQ,300036
988,The Game Music Committee,Game Collection from Touhou,Septet for the dead Princess (from Touhou),0mkUflnyPWeIvu6AZb4hbP,2SPvDa0U9u9izBDxgD9eUO,spotify:track:0mkUflnyPWeIvu6AZb4hbP,185000
989,RichaadEB,Bullet Hell,Lunatic Princess,6OJyVq4fUnO9SArL2dzaH9,1XEJO3GnVcoPClqL2EfgVv,spotify:track:6OJyVq4fUnO9SArL2dzaH9,292837
990,Music Legends,Touhou - Game Theme Collection,"Native Faith (Extra Stage Boss: Suwako Moriya's Theme) [From ""Touhou 10: Mountain Of Faith""]",4GLE3XIoc0i3t250BD1UXW,7IYjuT0triMZdmW5FNvsWB,spotify:track:4GLE3XIoc0i3t250BD1UXW,313634
991,RichaadEB,Bullet Hell,"Reach for the Moon, Immortal Smoke",7sow5uSN19yXYOqhuRuf42,1XEJO3GnVcoPClqL2EfgVv,spotify:track:7sow5uSN19yXYOqhuRuf42,171485
992,Frozen Starfall,"Another Day, Another Dream",Lightbringer,7t7kBXOmHmIJhd2JhQPzPs,3G7pgJUSDJFKPP7ksyWnOF,spotify:track:7t7kBXOmHmIJhd2JhQPzPs,172941
993,RichaadEB,Bullet Hell,Beloved Tomboyish Daughter,47ZSflM8gbq2zOlFwtgmZr,1XEJO3GnVcoPClqL2EfgVv,spotify:track:47ZSflM8gbq2zOlFwtgmZr,175263
994,RichaadEB,Bullet Hell,Necrofantasia,5g2E6x9BUxfdTtXaSlHfh4,1XEJO3GnVcoPClqL2EfgVv,spotify:track:5g2E6x9BUxfdTtXaSlHfh4,194171
995,幽閉サテライト,紅-KURENAI- Singles Best vol.3 ~ヒトリシズカ~,エゴに飲まれながら,3uyRIBEkKNTv9cIf68UPMB,46DjIPRrcDMHQdJsZhJLNe,spotify:track:3uyRIBEkKNTv9cIf68UPMB,293107
996,Music Legends,"Touhou: Game Theme Collection, Vol. 2","Sakura Sakura Japanize Dream (Credits theme) [From ""Touhou 07: Perfect Cherry Blossom""]",48eWKSlYxXYW0xINpsHJNE,1M0muqzfoagnkcZepbCx08,spotify:track:48eWKSlYxXYW0xINpsHJNE,225444
997,うさ,REFLECT,Reflect,0B96zn11fA3apNGZqERmPO,1lHZW9pX9v8lofTrhXo9MN,spotify:track:0B96zn11fA3apNGZqERmPO,247680
998,The Living Tombstone,Discord,Discord,611nlMA40SKg9gQ4pTVXT3,43zCo4E3RoYyj2tkeZWJCF,spotify:track:611nlMA40SKg9gQ4pTVXT3,193776
999,Harry Callaghan,Detach the Wheatley Core,Detach the Wheatley Core,4GkdXSpDtYFYY25sxQpaYY,4fhlUaz59b2B8jDyQyO8Co,spotify:track:4GkdXSpDtYFYY25sxQpaYY,180891
1000,宝鐘マリン,Ahoy!! 我ら宝鐘海賊団☆,Ahoy!! 我ら宝鐘海賊団☆,7gl0IJpIHu1TtNT4hNiv9H,7GB3J6RUw32TYEm7OpjDlk,spotify:track:7gl0IJpIHu1TtNT4hNiv9H,307991
1001,RichaadEB,Bullet Hell,Necrofantasia,5g2E6x9BUxfdTtXaSlHfh4,1XEJO3GnVcoPClqL2EfgVv,spotify:track:5g2E6x9BUxfdTtXaSlHfh4,194171
1002,Gawr Gura,REFLECT,REFLECT,0B96zn11fA3apNGZqERmPO,1lHZW9pX9v8lofTrhXo9MN,spotify:track:0B96zn11fA3apNGZqERmPO,247680
1003,Vertigoat,Hu Tao Rap,Hu Tao Rap,55yBkn64FlQfJhMK6L8JHr,1WgCgVWb8ek2L4ItLy403l,spotify:track:55yBkn64FlQfJhMK6L8JHr,187783
1004,Black Gryph0n,Insane,Insane,5flerg6aEao2VayZezVlgu,3o5Dz1PLFlYXplnsp5zZxh,spotify:track:5flerg6aEao2VayZezVlgu,159714
1005,atsuover,Friday Night Funkin': VS Annie Mod,Animal,5GUQ3IDKbbvI18C6nvg0zG,1mcrPt29EwwdqbnM7sSqbB,spotify:track:5GUQ3IDKbbvI18C6nvg0zG,121714
1006,Markiplier,I Don't Wanna Be Free,I Don't Wanna Be Free,1ibMPNtcyEwFFwtnVvmve1,5PpN4ODODnj5Bc7SlpUng4,spotify:track:1ibMPNtcyEwFFwtnVvmve1,142027
1007,BEAT MARIO,オールナイト・オブ・ナイツ,ナイト・オブ・ナイツ,23COHsoGsY4zDb5xrSocJo,3XmsHV9gq72ENvqFvYf79V,spotify:track:23COHsoGsY4zDb5xrSocJo,190498
1008,上海アリス幻樂団,東方花映塚 ~ Phantasmagoria of Flower View. サウンドトラック,フラワリングナイト,3n9o8d0A6HeqLlLW7Cv8WQ,0WPNOS97NDynqWkiH0vQAB,spotify:track:3n9o8d0A6HeqLlLW7Cv8WQ,275681
1009,Silver Forest,東方萃奏楽,つるぺったん,1lCx9wRhYuPictiQUvwpJN,4ilvl7Et5fIUWKirXcDkhj,spotify:track:1lCx9wRhYuPictiQUvwpJN,160000
1010,Vertigoat,Hu Tao Rap,Hu Tao Rap,55yBkn64FlQfJhMK6L8JHr,1WgCgVWb8ek2L4ItLy403l,spotify:track:55yBkn64FlQfJhMK6L8JHr,187783
1011,宝鐘マリン,Ahoy!! 我ら宝鐘海賊団☆,Ahoy!! 我ら宝鐘海賊団☆,7gl0IJpIHu1TtNT4hNiv9H,7GB3J6RUw32TYEm7OpjDlk,spotify:track:7gl0IJpIHu1TtNT4hNiv9H,307991
1012,Gawr Gura,REFLECT,REFLECT,0B96zn11fA3apNGZqERmPO,1lHZW9pX9v8lofTrhXo9MN,spotify:track:0B96zn11fA3apNGZqERmPO,247680
1013,The Living Tombstone,Discord,Discord,611nlMA40SKg9gQ4pTVXT3,43zCo4E3RoYyj2tkeZWJCF,spotify:track:611nlMA40SKg9gQ4pTVXT3,193776
1014,Harry Callaghan,Detach the Wheatley Core,Detach the Wheatley Core,4GkdXSpDtYFYY25sxQpaYY,4fhlUaz59b2B8jDyQyO8Co,spotify:track:4GkdXSpDtYFYY25sxQpaYY,180891
1015,Lemon Demon,Spirit Phone,Cabinet Man,0lrtYwuy37bJzsO2LHz2kj,4ocal2JegUDVQdP6KN1roI,spotify:track:0lrtYwuy37bJzsO2LHz2kj,262675
1016,Harry Callaghan,Detach the Wheatley Core,Detach the Wheatley Core,4GkdXSpDtYFYY25sxQpaYY,4fhlUaz59b2B8jDyQyO8Co,spotify:track:4GkdXSpDtYFYY25sxQpaYY,180891
1017,宝鐘マリン,Ahoy!! 我ら宝鐘海賊団☆,Ahoy!! 我ら宝鐘海賊団☆,7gl0IJpIHu1TtNT4hNiv9H,7GB3J6RUw32TYEm7OpjDlk,spotify:track:7gl0IJpIHu1TtNT4hNiv9H,307991
1018,RichaadEB,Bullet Hell,Bad Apple!!,3urItfkvXw8tPjwNs2lXdd,1XEJO3GnVcoPClqL2EfgVv,spotify:track:3urItfkvXw8tPjwNs2lXdd,299130
1019,Silver Forest,東方萃奏楽,つるぺったん,1lCx9wRhYuPictiQUvwpJN,4ilvl7Et5fIUWKirXcDkhj,spotify:track:1lCx9wRhYuPictiQUvwpJN,160000
1020,NyxTheShield,The Best of Underverse,Overwrite,12BnjUHIGWEnoxnOTo6ZXq,4CqjDaf9IRq9calRtekRI3,spotify:track:12BnjUHIGWEnoxnOTo6ZXq,165448
1021,Shirobon,Undertale - Spider Dance (Shirobon Remix),Undertale - Spider Dance - Shirobon Remix,7jGOCUXjQvvpJGq4GAlHRS,5ecb9WFck0J4BDIYIZah94,spotify:track:7jGOCUXjQvvpJGq4GAlHRS,109244
1022,atsuover,Friday Night Funkin': VS Annie Mod,Animal,5GUQ3IDKbbvI18C6nvg0zG,1mcrPt29EwwdqbnM7sSqbB,spotify:track:5GUQ3IDKbbvI18C6nvg0zG,121714
1023,Kawai Sprite,"Friday Night Funkin', Vol. 2 (Original Game Soundtrack)",Ugh,2V4y0qYqfdlfiv6aIsBtCS,6pi3jaRWRps4UYmFavwTLi,spotify:track:2V4y0qYqfdlfiv6aIsBtCS,87375
1024,Black Gryph0n,Insane,Insane,5flerg6aEao2VayZezVlgu,3o5Dz1PLFlYXplnsp5zZxh,spotify:track:5flerg6aEao2VayZezVlgu,159714
1025,上海アリス幻樂団,東方花映塚 ~ Phantasmagoria of Flower View. サウンドトラック,フラワリングナイト,3n9o8d0A6HeqLlLW7Cv8WQ,0WPNOS97NDynqWkiH0vQAB,spotify:track:3n9o8d0A6HeqLlLW7Cv8WQ,275681
1026,Silver Forest,東方萃奏楽,つるぺったん,1lCx9wRhYuPictiQUvwpJN,4ilvl7Et5fIUWKirXcDkhj,spotify:track:1lCx9wRhYuPictiQUvwpJN,160000
1027,RichaadEB,Bullet Hell,Native Faith,0KjYwvYSP7fW0JHHK7dp4E,1XEJO3GnVcoPClqL2EfgVv,spotify:track:0KjYwvYSP7fW0JHHK7dp4E,169756
1028,Kaleptik,"Video Game Remixes, Vol. 1",U.N. Owen Was Her? (Remix),7dkbEHIMLoeuG4zXGmzhEH,38tJMNu2lPatR7xnPchOOB,spotify:track:7dkbEHIMLoeuG4zXGmzhEH,226000
1029,ZYTOKINE,POP ICON,Ten Desires feat. aki,6GY9PFSq2Ee2SNdGA9anZC,2THiFuRv65Ekt6vyggouIY,spotify:track:6GY9PFSq2Ee2SNdGA9anZC,314173
1030,ZUN,東方バイオリンロック 地-CHI- II,廃獄ララバイ(東方地霊殿)VIOLIN ROCK,2tjR0vChtNdALSYGmFl8V6,6Q13nvTCdNQ2mfhLrQeIwZ,spotify:track:2tjR0vChtNdALSYGmFl8V6,219000
1031,RichaadEB,Bullet Hell II,Lunatic Eyes (Invisible Full Moon),0hAF7nMuGCtp5AGiGfjzX2,7K8URwf6BeFpzg7dE2TU1W,spotify:track:0hAF7nMuGCtp5AGiGfjzX2,172058
1032,Frozen Starfall,Hiraeth,Hiraeth,5ufCopwrQuarKWJv1joxmb,1qLmLJmIbqiWwMjvjm4ECD,spotify:track:5ufCopwrQuarKWJv1joxmb,346199
1033,Frozen Starfall,Sommertrip,Sommertrip (crouka Remix),77FduHplPLO3CdPVrgHLaP,6aKseY6Dr45hyNCGO3D3GY,spotify:track:77FduHplPLO3CdPVrgHLaP,240429
1034,RichaadEB,Bullet Hell,Necrofantasia,5g2E6x9BUxfdTtXaSlHfh4,1XEJO3GnVcoPClqL2EfgVv,spotify:track:5g2E6x9BUxfdTtXaSlHfh4,194171
1035,IOSYS,東方想幽森雛,Miracle∞Hinacle,2bU044Hg3pzqjyAz7OMGZZ,2Go39IKgGcD7rdma2x8r6M,spotify:track:2bU044Hg3pzqjyAz7OMGZZ,204000
1036,Frozen Starfall,Ocean of Blossoms,COLORFUL PATH (Extended version),59VizhWCxsLPqPP2ZsW72Y,28mlqEZKgbHboZXE9eg0TT,spotify:track:59VizhWCxsLPqPP2ZsW72Y,313182
1037,IOSYS,東方氷雪歌集,チルノのパーフェクトさんすう教室,6MwAs47LdYmlstiDmHzksi,69P6DohCtTGXC24AbBVOAE,spotify:track:6MwAs47LdYmlstiDmHzksi,278635
1038,幽閉サテライト,紅-KURENAI- Singles Best vol.3 ~ヒトリシズカ~,エゴに飲まれながら,3uyRIBEkKNTv9cIf68UPMB,46DjIPRrcDMHQdJsZhJLNe,spotify:track:3uyRIBEkKNTv9cIf68UPMB,293107
1039,Music Legends,Touhou - Game Theme Collection,"Beloved Tomboyish Girl (Stage 2 Boss: Cirno's Theme) [From ""Touhou 06: Embodiment Of Scarlet Devil""]",1coSzabCYdOfaE5pq4zBRr,7IYjuT0triMZdmW5FNvsWB,spotify:track:1coSzabCYdOfaE5pq4zBRr,87408
1040,幽閉サテライト,第3幕 協奏曲「華鳥風月」 SIDE A,華鳥風月 (Vocal version),0yyjt4ne6kpqlfEcG7g1nV,5nwd3R8LyWkc8nocxcE8dz,spotify:track:0yyjt4ne6kpqlfEcG7g1nV,350880
1041,Frozen Starfall,Sommertrip,Sommertrip,77FduHplPLO3CdPVrgHLaP,6aKseY6Dr45hyNCGO3D3GY,spotify:track:77FduHplPLO3CdPVrgHLaP,240429
1042,RichaadEB,Bullet Hell,U.N. Owen Was Her?,54m8TBNSw6M0Q7HYGlb3NO,1XEJO3GnVcoPClqL2EfgVv,spotify:track:54m8TBNSw6M0Q7HYGlb3NO,128429
1043,Frozen Starfall,Sommertrip,Einfach Einfach (Remastered Version),5J8u2J4rjzm7s2zQpZBkxG,6aKseY6Dr45hyNCGO3D3GY,spotify:track:5J8u2J4rjzm7s2zQpZBkxG,234146
1044,IOSYS,東方乙女囃子,魔理沙は大変なものを盗んでいきました,3ofKGe3tyjISVukIYOMQqP,7gOic70RNe14Q6jTTF9J0k,spotify:track:3ofKGe3tyjISVukIYOMQqP,241998
1045,ZYTOKINE,THNQ -THE BEST of ZYTOKINE/CYTOKINE-,DESIRE DREAM feat. itori [2015 Remaster],25xoEVWDINv7urUiooT017,469OoI636zJDpCWv19zJtW,spotify:track:25xoEVWDINv7urUiooT017,302007
1046,Silver Forest,東方萃奏楽,つるぺったん,1lCx9wRhYuPictiQUvwpJN,4ilvl7Et5fIUWKirXcDkhj,spotify:track:1lCx9wRhYuPictiQUvwpJN,160000
1047,RichaadEB,Bullet Hell,Native Faith,0KjYwvYSP7fW0JHHK7dp4E,1XEJO3GnVcoPClqL2EfgVv,spotify:track:0KjYwvYSP7fW0JHHK7dp4E,169756
1048,Silver Forest,東方萃奏楽,つるぺったん,1lCx9wRhYuPictiQUvwpJN,4ilvl7Et5fIUWKirXcDkhj,spotify:track:1lCx9wRhYuPictiQUvwpJN,160000
1049,RichaadEB,Bullet Hell,Native Faith,0KjYwvYSP7fW0JHHK7dp4E,1XEJO3GnVcoPClqL2EfgVv,spotify:track:0KjYwvYSP7fW0JHHK7dp4E,169756
1050,Kaleptik,"Video Game Remixes, Vol. 1",U.N. Owen Was Her? (Remix),7dkbEHIMLoeuG4zXGmzhEH,38tJMNu2lPatR7xnPchOOB,spotify:track:7dkbEHIMLoeuG4zXGmzhEH,226000
1051,ZYTOKINE,POP ICON,Ten Desires feat. aki,6GY9PFSq2Ee2SNdGA9anZC,2THiFuRv65Ekt6vyggouIY,spotify:track:6GY9PFSq2Ee2SNdGA9anZC,314173
1052,Silver Forest,東方萃奏楽,つるぺったん,1lCx9wRhYuPictiQUvwpJN,4ilvl7Et5fIUWKirXcDkhj,spotify:track:1lCx9wRhYuPictiQUvwpJN,160000
1053,RichaadEB,Bullet Hell,Native Faith,0KjYwvYSP7fW0JHHK7dp4E,1XEJO3GnVcoPClqL2EfgVv,spotify:track:0KjYwvYSP7fW0JHHK7dp4E,169756
1054,Kaleptik,"Video Game Remixes, Vol. 1",U.N. Owen Was Her? (Remix),7dkbEHIMLoeuG4zXGmzhEH,38tJMNu2lPatR7xnPchOOB,spotify:track:7dkbEHIMLoeuG4zXGmzhEH,226000
1055,ZYTOKINE,POP ICON,Ten Desires feat. aki,6GY9PFSq2Ee2SNdGA9anZC,2THiFuRv65Ekt6vyggouIY,spotify:track:6GY9PFSq2Ee2SNdGA9anZC,314173
1056,ZUN,東方バイオリンロック 地-CHI- II,廃獄ララバイ(東方地霊殿)VIOLIN ROCK,2tjR0vChtNdALSYGmFl8V6,6Q13nvTCdNQ2mfhLrQeIwZ,spotify:track:2tjR0vChtNdALSYGmFl8V6,219000
1057,RichaadEB,Bullet Hell II,Lunatic Eyes (Invisible Full Moon),0hAF7nMuGCtp5AGiGfjzX2,7K8URwf6BeFpzg7dE2TU1W,spotify:track:0hAF7nMuGCtp5AGiGfjzX2,172058
1058,Frozen Starfall,Hiraeth,Hiraeth,5ufCopwrQuarKWJv1joxmb,1qLmLJmIbqiWwMjvjm4ECD,spotify:track:5ufCopwrQuarKWJv1joxmb,346199
1059,Silver Forest,東方萃奏楽,つるぺったん,1lCx9wRhYuPictiQUvwpJN,4ilvl7Et5fIUWKirXcDkhj,spotify:track:1lCx9wRhYuPictiQUvwpJN,160000
1060,BEAT MARIO,オールナイト・オブ・ナイツ,ナイト・オブ・ナイツ,23COHsoGsY4zDb5xrSocJo,3XmsHV9gq72ENvqFvYf79V,spotify:track:23COHsoGsY4zDb5xrSocJo,190498
1061,NyxTheShield,The Best of Underverse,Overwrite,12BnjUHIGWEnoxnOTo6ZXq,4CqjDaf9IRq9calRtekRI3,spotify:track:12BnjUHIGWEnoxnOTo6ZXq,165448
1062,上海アリス幻樂団,東方花映塚 ~ Phantasmagoria of Flower View. サウンドトラック,フラワリングナイト,3n9o8d0A6HeqLlLW7Cv8WQ,0WPNOS97NDynqWkiH0vQAB,spotify:track:3n9o8d0A6HeqLlLW7Cv8WQ,275681
1063,Eva Noblezada,Flowers,Flowers,3nKVSMr4v08gDL7k6mtLom,0qPmikXriNJRxOyIo2w2px,spotify:track:3nKVSMr4v08gDL7k6mtLom,211038
1064,Eva Noblezada,Welcome Reality +,Promises,2LCCxYQ5dw1dz3Pu6APEUH,1hMXqmEdtxYenRDVm4hEgu,spotify:track:2LCCxYQ5dw1dz3Pu6APEUH,257360
1065,Patrick Page,Hadestown (Original Broadway Cast Recording),"Hey, Little Songbird",3sinFkDuVOd2oJ8XKCyKuf,1J1yxODbNlqKbwRqJxYJUP,spotify:track:3sinFkDuVOd2oJ8XKCyKuf,212618
1066,Amber Gray,Hadestown (Original Broadway Cast Recording),How Long?,3nOSvfxdOeIAaUYO0KMYox,1J1yxODbNlqKbwRqJxYJUP,spotify:track:3nOSvfxdOeIAaUYO0KMYox,221159
1067,Reeve Carney,Hadestown (Original Broadway Cast Recording),Epic II,0CqUTgTtbPMntR7LE8xdoa,1J1yxODbNlqKbwRqJxYJUP,spotify:track:0CqUTgTtbPMntR7LE8xdoa,146366
1068,Hadestown Original Broadway Company,Hadestown (Original Broadway Cast Recording),Way Down Hadestown,5fnl0Tyeh4r5gPANdaVu61,1J1yxODbNlqKbwRqJxYJUP,spotify:track:5fnl0Tyeh4r5gPANdaVu61,300246
1069,Hadestown Original Broadway Band,Hadestown (Original Broadway Cast Recording),Papers - Instrumental,14OjlLWKs63z4UI7OapYm8,1J1yxODbNlqKbwRqJxYJUP,spotify:track:14OjlLWKs63z4UI7OapYm8,73106
1070,Reeve Carney,Hadestown (Original Broadway Cast Recording),Epic III,0EWMHYcf5t9Gk7MWhgReEr,1J1yxODbNlqKbwRqJxYJUP,spotify:track:0EWMHYcf5t9Gk7MWhgReEr,351440
1071,Hadestown Original Broadway Band,Hadestown (Original Broadway Cast Recording),"Epic III (""They danced..."") - Instrumental",2hqT2TJCKmvexNRZngk3SD,1J1yxODbNlqKbwRqJxYJUP,spotify:track:2hqT2TJCKmvexNRZngk3SD,99564
1072,Reeve Carney,Hadestown (Original Broadway Cast Recording),Come Home with Me (Reprise),7pa1vDDj9rhlw2ABngvF6D,1J1yxODbNlqKbwRqJxYJUP,spotify:track:7pa1vDDj9rhlw2ABngvF6D,61038
1073,André De Shields,Hadestown (Original Broadway Cast Recording),"Why We Build the Wall (""Behind closed doors..."") [Outro]",7A4IlN2Itx3gBOl6q2yW7q,1J1yxODbNlqKbwRqJxYJUP,spotify:track:7A4IlN2Itx3gBOl6q2yW7q,57212
1074,Reeve Carney,Hadestown (Original Broadway Cast Recording),If it's True,2IApCw6CLK9S59VeCfzs6Y,1J1yxODbNlqKbwRqJxYJUP,spotify:track:2IApCw6CLK9S59VeCfzs6Y,253383
1075,Amber Gray,Hadestown (Original Broadway Cast Recording),Our Lady of the Underground,1OQ6Jk2d4bv622LStoYapx,1J1yxODbNlqKbwRqJxYJUP,spotify:track:1OQ6Jk2d4bv622LStoYapx,324031
1076,André De Shields,Hadestown (Original Broadway Cast Recording),"Wait for Me (""Hey, the big artiste..."") [Intro]",6FNYKnVrG1u0IaMvVcUcMU,1J1yxODbNlqKbwRqJxYJUP,spotify:track:6FNYKnVrG1u0IaMvVcUcMU,91425
1077,Eva Noblezada,Hadestown (Original Broadway Cast Recording),"Gone, I'm Gone",65axyQvg2r4AjZHzV5xfhC,1J1yxODbNlqKbwRqJxYJUP,spotify:track:65axyQvg2r4AjZHzV5xfhC,101170
